time_bracket,open,high,low,close,median,price_change_label,price_change_pct
2017-03-31 18:00:00-04:00,1071.34,1076.84,1065.61,1069.15,1070.15,down,-0.20441689846358857
2017-04-01 00:00:00-04:00,1069.15,1096.99,1065.5,1089.16,1076.18,up,1.8715802272833537
2017-04-01 06:00:00-04:00,1087.85,1097.0,1065.64,1073.65,1089.9250000000002,down,-1.3053270211885626
2017-04-01 12:00:00-04:00,1073.68,1076.9,1061.64,1072.13,1069.99,down,-0.14436331122866797
2017-04-01 18:00:00-04:00,1072.53,1085.0,1072.47,1074.77,1077.83,up,0.2088519668447475
2017-04-02 00:00:00-04:00,1074.77,1084.98,1068.61,1070.35,1078.1,down,-0.4112507792364939
2017-04-02 06:00:00-04:00,1068.79,1089.0,1066.49,1089.0,1075.92,up,1.890923380645404
2017-04-02 12:00:00-04:00,1089.0,1100.0,1071.12,1081.82,1084.57,down,-0.6593204775023009
2017-04-02 18:00:00-04:00,1081.82,1120.5,1076.0,1120.5,1100.0,up,3.575456175703917
2017-04-03 00:00:00-04:00,1120.44,1128.94,1108.01,1124.93,1117.99,up,0.4007354253686035
2017-04-03 06:00:00-04:00,1124.79,1138.22,1119.7,1135.9,1130.0,up,0.9877399336765125
2017-04-03 12:00:00-04:00,1135.9,1152.0,1127.77,1151.98,1138.5,up,1.415617571969352
2017-04-03 18:00:00-04:00,1151.99,1152.0,1126.97,1145.8,1145.19,down,-0.5373310532209574
2017-04-04 00:00:00-04:00,1145.79,1158.96,1141.0,1154.0,1146.65,up,0.7165361890049793
2017-04-04 06:00:00-04:00,1153.25,1162.93,1118.85,1131.13,1140.5,down,-1.9180576631259383
2017-04-04 12:00:00-04:00,1131.13,1142.0,1124.99,1137.54,1135.46,up,0.5666899472209108
2017-04-04 18:00:00-04:00,1138.38,1145.0,1134.47,1139.79,1138.995,up,0.12386022242132366
2017-04-05 00:00:00-04:00,1140.33,1141.6,1111.0,1123.79,1122.09,down,-1.4504573237571594
2017-04-05 06:00:00-04:00,1122.74,1131.63,1118.37,1120.14,1126.5,down,-0.23157632221172397
2017-04-05 12:00:00-04:00,1120.09,1133.53,1119.14,1129.21,1127.02,up,0.8142202858699044
2017-04-05 18:00:00-04:00,1129.51,1154.39,1122.31,1154.25,1142.41,up,2.1903303202273516
2017-04-06 00:00:00-04:00,1153.21,1164.5,1150.0,1159.99,1158.0,up,0.5879241421770542
2017-04-06 06:00:00-04:00,1159.25,1178.96,1159.16,1168.31,1169.87,up,0.781539788656449
2017-04-06 12:00:00-04:00,1169.9,1201.37,1167.95,1196.0,1184.545,up,2.230959911103514
2017-04-06 18:00:00-04:00,1195.39,1197.53,1176.65,1177.25,1190.74,down,-1.517496381933936
2017-04-07 00:00:00-04:00,1177.43,1202.0,1176.0,1196.53,1185.23,up,1.6221771145630726
2017-04-07 06:00:00-04:00,1195.43,1198.08,1183.64,1193.0,1190.0,down,-0.20327413566666452
2017-04-07 12:00:00-04:00,1192.36,1198.13,1181.4,1191.56,1190.39,down,-0.0670938307222646
2017-04-07 18:00:00-04:00,1193.27,1197.3,1181.02,1197.03,1188.37,up,0.3151005220947578
2017-04-08 00:00:00-04:00,1196.99,1196.99,1188.1,1194.58,1194.01,down,-0.20133835704559955
2017-04-08 06:00:00-04:00,1194.14,1194.68,1183.24,1186.18,1189.27,down,-0.6665885072102085
2017-04-08 12:00:00-04:00,1185.12,1189.73,1166.66,1176.95,1179.05,down,-0.6893816659916174
2017-04-08 18:00:00-04:00,1177.52,1188.92,1177.09,1186.04,1184.51,up,0.72355458930633
2017-04-09 00:00:00-04:00,1186.12,1188.22,1181.5,1182.68,1184.5,down,-0.29002124574241117
2017-04-09 06:00:00-04:00,1182.68,1198.88,1173.98,1198.56,1186.0,up,1.3427131599418107
2017-04-09 12:00:00-04:00,1198.03,1216.87,1197.46,1211.52,1210.99,up,1.1260152083002906
2017-04-09 18:00:00-04:00,1211.52,1212.3,1202.66,1212.29,1208.99,up,0.06355652403591261
2017-04-10 00:00:00-04:00,1212.29,1219.71,1200.02,1217.53,1206.33,up,0.43223981060638295
2017-04-10 06:00:00-04:00,1217.0,1217.99,1205.49,1208.05,1210.92,down,-0.7354149548069011
2017-04-10 12:00:00-04:00,1210.41,1212.3,1195.0,1201.55,1207.66,down,-0.7319833775332407
2017-04-10 18:00:00-04:00,1201.9,1214.53,1198.55,1203.86,1208.97,up,0.1630751310425005
2017-04-11 00:00:00-04:00,1203.86,1209.49,1198.02,1207.76,1204.14,up,0.3239579353081057
2017-04-11 06:00:00-04:00,1207.43,1222.0,1207.43,1219.03,1213.0,up,0.960718219689749
2017-04-11 12:00:00-04:00,1219.03,1229.0,1215.11,1224.54,1222.565,up,0.4519987202940001
2017-04-11 18:00:00-04:00,1223.37,1225.0,1218.7,1222.01,1221.44,down,-0.11116833010453853
2017-04-12 00:00:00-04:00,1222.02,1223.0,1208.0,1221.24,1213.7849999999999,down,-0.06382874257376825
2017-04-12 06:00:00-04:00,1221.07,1224.2,1210.26,1219.0,1218.95,down,-0.16952345074401354
2017-04-12 12:00:00-04:00,1219.05,1221.5,1209.43,1214.07,1215.565,down,-0.4085148271194772
2017-04-12 18:00:00-04:00,1214.51,1219.45,1209.43,1213.8,1213.77,down,-0.0584597903681372
2017-04-13 00:00:00-04:00,1212.2,1217.17,1165.0,1184.51,1186.995,down,-2.284276522026074
2017-04-13 06:00:00-04:00,1188.97,1198.0,1167.71,1174.98,1187.49,down,-1.1766486959300937
2017-04-13 12:00:00-04:00,1174.3,1178.0,1141.0,1173.35,1164.03,down,-0.0808992591331048
2017-04-13 18:00:00-04:00,1173.35,1185.0,1166.76,1184.04,1175.435,up,0.9110666041675541
2017-04-14 00:00:00-04:00,1183.44,1193.0,1142.0,1160.57,1166.42,down,-1.9325018589873677
2017-04-14 06:00:00-04:00,1160.57,1180.0,1146.97,1176.1,1162.4050000000002,up,1.338135571314103
2017-04-14 12:00:00-04:00,1179.0,1183.0,1160.61,1166.39,1170.9,down,-1.0695504664970268
2017-04-14 18:00:00-04:00,1165.59,1174.35,1165.59,1174.35,1170.0,up,0.7515507168043722
2017-04-15 00:00:00-04:00,1174.42,1180.0,1173.7,1178.38,1176.95,up,0.3371877181928218
2017-04-15 06:00:00-04:00,1178.38,1192.5,1176.01,1185.0,1181.995,up,0.5617882177226363
2017-04-15 12:00:00-04:00,1185.0,1190.73,1176.76,1178.9,1182.475,down,-0.5147679324894461
2017-04-15 18:00:00-04:00,1178.7,1179.3,1165.0,1175.48,1172.2,down,-0.2731823195045391
2017-04-16 00:00:00-04:00,1175.48,1178.92,1167.0,1170.0,1175.605,down,-0.46619253411372963
2017-04-16 06:00:00-04:00,1170.25,1179.3,1150.0,1168.0,1158.31,down,-0.19226660969877685
2017-04-16 12:00:00-04:00,1163.01,1174.57,1163.01,1173.06,1170.42,up,0.8641370237573165
2017-04-16 18:00:00-04:00,1173.62,1173.64,1161.0,1166.52,1165.775,down,-0.604965832211446
2017-04-17 00:00:00-04:00,1166.46,1174.45,1162.44,1173.0,1167.9850000000001,up,0.5606707473895245
2017-04-17 06:00:00-04:00,1173.3,1192.5,1161.0,1187.77,1171.99,up,1.233273672547508
2017-04-17 12:00:00-04:00,1187.65,1189.98,1174.88,1178.86,1183.48,down,-0.740117037847865
2017-04-17 18:00:00-04:00,1178.85,1196.08,1175.95,1192.65,1182.05,up,1.1706323959791431
2017-04-18 00:00:00-04:00,1192.36,1209.99,1192.3,1205.35,1203.99,up,1.08943607635279
2017-04-18 06:00:00-04:00,1205.6,1210.0,1197.02,1202.25,1208.0,down,-0.2778699402786966
2017-04-18 12:00:00-04:00,1202.25,1205.22,1197.03,1199.4,1202.0,down,-0.2370555208983105
2017-04-18 18:00:00-04:00,1199.19,1209.99,1197.01,1204.98,1204.0,up,0.4828259074875607
2017-04-19 00:00:00-04:00,1204.98,1206.81,1190.0,1199.99,1195.16,down,-0.41411475709139944
2017-04-19 06:00:00-04:00,1199.97,1204.06,1194.99,1202.0,1200.04,up,0.16917089593906365
2017-04-19 12:00:00-04:00,1202.19,1206.0,1190.0,1196.65,1203.62,down,-0.4608256598374605
2017-04-19 18:00:00-04:00,1196.67,1209.6,1195.57,1207.08,1205.24,up,0.8699140113815673
2017-04-20 00:00:00-04:00,1206.23,1220.82,1205.08,1218.99,1212.5,up,1.0578413735357284
2017-04-20 06:00:00-04:00,1218.99,1230.0,1216.51,1229.91,1220.0,up,0.8958235916619595
2017-04-20 12:00:00-04:00,1229.86,1243.88,1223.66,1230.2,1232.36,up,0.027645423056288365
2017-04-20 18:00:00-04:00,1228.56,1239.54,1228.05,1235.64,1234.94,up,0.5762844305528647
2017-04-21 00:00:00-04:00,1235.77,1249.88,1234.3,1249.0,1242.7,up,1.0705875688841848
2017-04-21 06:00:00-04:00,1249.0,1252.32,1238.49,1239.52,1247.03,down,-0.7590072057646169
2017-04-21 12:00:00-04:00,1241.58,1246.99,1233.0,1242.08,1239.0,up,0.04027126725623109
2017-04-21 18:00:00-04:00,1242.02,1245.95,1238.92,1241.45,1243.62,down,-0.045892980789352666
2017-04-22 00:00:00-04:00,1240.53,1247.15,1236.1,1236.55,1243.57,down,-0.32083061272197844
2017-04-22 06:00:00-04:00,1237.94,1237.94,1199.0,1227.72,1222.03,down,-0.8255650516180157
2017-04-22 12:00:00-04:00,1224.36,1245.0,1224.36,1245.0,1236.145,up,1.6857786925414286
2017-04-22 18:00:00-04:00,1242.44,1245.0,1223.42,1224.67,1231.17,down,-1.4302501529248834
2017-04-23 00:00:00-04:00,1225.61,1248.99,1223.8,1243.99,1236.38,up,1.4996613931022251
2017-04-23 06:00:00-04:00,1240.35,1245.19,1231.36,1240.2,1236.03,down,-0.012093360744935833
2017-04-23 12:00:00-04:00,1240.2,1244.19,1231.0,1242.0,1238.93,up,0.14513788098693414
2017-04-23 18:00:00-04:00,1241.99,1243.1,1234.0,1236.04,1236.62,down,-0.4790698797896953
2017-04-24 00:00:00-04:00,1234.84,1245.0,1234.81,1241.35,1240.03,up,0.527193806485049
2017-04-24 06:00:00-04:00,1240.01,1248.4,1240.0,1244.57,1243.0,up,0.36773896984700905
2017-04-24 12:00:00-04:00,1246.38,1254.0,1243.03,1252.71,1249.92,up,0.5078707938188876
2017-04-24 18:00:00-04:00,1252.71,1255.0,1251.07,1255.0,1253.83,up,0.18280368161824878
2017-04-25 00:00:00-04:00,1254.99,1261.12,1251.8,1261.11,1256.25,up,0.4876532880740081
2017-04-25 06:00:00-04:00,1261.03,1274.0,1258.62,1269.4,1268.0,up,0.6637431306154573
2017-04-25 12:00:00-04:00,1269.4,1280.0,1267.0,1271.56,1275.0,up,0.17015913029776453
2017-04-25 18:00:00-04:00,1272.36,1275.9,1265.0,1273.88,1272.4,up,0.11946304505014993
2017-04-26 00:00:00-04:00,1274.98,1284.47,1273.37,1282.0,1281.44,up,0.5505968721077892
2017-04-26 06:00:00-04:00,1282.0,1310.0,1280.2,1307.8,1290.43,up,2.0124804992199596
2017-04-26 12:00:00-04:00,1308.74,1330.0,1281.0,1295.05,1305.19,down,-1.0460442868713504
2017-04-26 18:00:00-04:00,1295.06,1302.35,1285.0,1295.63,1289.88,up,0.044013404784348786
2017-04-27 00:00:00-04:00,1295.63,1310.69,1293.0,1307.01,1307.0,up,0.8783371795960226
2017-04-27 06:00:00-04:00,1307.01,1338.0,1296.96,1330.98,1319.525,up,1.8339568939793827
2017-04-27 12:00:00-04:00,1330.99,1342.02,1322.0,1335.53,1330.0349999999999,up,0.3410994823402014
2017-04-27 18:00:00-04:00,1334.52,1347.02,1319.88,1333.45,1334.46,down,-0.08017864100949845
2017-04-28 00:00:00-04:00,1335.67,1347.02,1319.88,1331.0,1332.91,down,-0.3496372607006304
2017-04-28 06:00:00-04:00,1331.0,1335.0,1300.0,1328.65,1321.41,down,-0.1765589782118604
2017-04-28 12:00:00-04:00,1328.65,1328.99,1299.0,1316.3,1309.79,down,-0.9295149211605902
2017-04-28 18:00:00-04:00,1315.0,1340.0,1313.0,1328.29,1330.7,up,1.0106463878327032
2017-04-29 00:00:00-04:00,1328.87,1334.76,1316.0,1325.38,1326.8,down,-0.2626291510832379
2017-04-29 06:00:00-04:00,1325.38,1332.31,1317.07,1330.12,1325.64,up,0.3576332825302675
2017-04-29 12:00:00-04:00,1330.06,1342.8,1327.31,1341.18,1336.05,up,0.8360525089093906
2017-04-29 18:00:00-04:00,1340.0,1341.5,1324.0,1324.5,1333.0,down,-1.1567164179104528
2017-04-30 00:00:00-04:00,1324.5,1332.36,1315.68,1319.76,1324.55,down,-0.3578708946772369
2017-04-30 06:00:00-04:00,1321.08,1332.29,1318.0,1322.71,1328.33,up,0.12338389802284411
2017-04-30 12:00:00-04:00,1323.0,1354.0,1321.4,1350.0,1335.97,up,2.0408163265306145
2017-04-30 18:00:00-04:00,1351.0,1364.0,1341.22,1361.13,1355.0,up,0.7498149518875064
2017-05-01 00:00:00-04:00,1361.13,1368.0,1346.33,1351.01,1360.35,down,-0.7434998861240327
2017-05-01 06:00:00-04:00,1353.18,1391.31,1345.0,1387.84,1369.0,up,2.5613739487725162
2017-05-01 12:00:00-04:00,1389.94,1425.0,1382.71,1411.86,1409.5,up,1.5770464912154392
2017-05-01 18:00:00-04:00,1411.89,1416.97,1388.0,1414.04,1400.01,up,0.15227815198066708
2017-05-02 00:00:00-04:00,1413.34,1437.0,1413.34,1436.1,1421.75,up,1.6103697624067825
2017-05-02 06:00:00-04:00,1435.03,1481.73,1430.0,1450.86,1455.96,up,1.1031128269095358
2017-05-02 12:00:00-04:00,1448.16,1455.0,1403.0,1435.02,1433.73,down,-0.9073583029499566
2017-05-02 18:00:00-04:00,1435.02,1469.0,1435.01,1457.12,1450.3649999999998,up,1.5400482223244305
2017-05-03 00:00:00-04:00,1456.46,1475.0,1431.02,1470.0,1451.66,up,0.9296513464152723
2017-05-03 06:00:00-04:00,1468.78,1485.65,1461.0,1480.0,1475.0,up,0.7638992905676822
2017-05-03 12:00:00-04:00,1480.0,1516.04,1461.14,1492.14,1491.53,up,0.8202702702702735
2017-05-03 18:00:00-04:00,1496.81,1518.87,1490.0,1504.73,1505.84,up,0.529125273080755
