time_bracket,open,high,low,close,median,price_change_label,price_change_pct
2017-03-31 00:00:00-04:00,1071.34,1076.84,1065.61,1069.15,1070.15,down,-0.20441689846358857
2017-04-01 00:00:00-04:00,1069.15,1097.0,1061.64,1074.77,1075.35,up,0.5256512182574946
2017-04-02 00:00:00-04:00,1074.77,1120.5,1066.49,1120.5,1082.23,up,4.254863831331357
2017-04-03 00:00:00-04:00,1120.44,1152.0,1108.01,1145.8,1133.14,up,2.263396522794614
2017-04-04 00:00:00-04:00,1145.79,1162.93,1118.85,1139.79,1140.4,down,-0.5236561673605089
2017-04-05 00:00:00-04:00,1140.33,1154.39,1111.0,1154.25,1127.56,up,1.2206992712635811
2017-04-06 00:00:00-04:00,1153.21,1201.37,1150.0,1177.25,1173.835,up,2.0846159849463586
2017-04-07 00:00:00-04:00,1177.43,1202.0,1176.0,1197.03,1189.73,up,1.6646424840542462
2017-04-08 00:00:00-04:00,1196.99,1196.99,1166.66,1186.04,1187.4,down,-0.9147946098129522
2017-04-09 00:00:00-04:00,1186.12,1216.87,1173.98,1212.29,1205.68,up,2.2063534886858083
2017-04-10 00:00:00-04:00,1212.29,1219.71,1195.0,1203.86,1208.97,down,-0.6953781685900329
2017-04-11 00:00:00-04:00,1203.86,1229.0,1198.02,1222.01,1219.29,up,1.5076503912415218
2017-04-12 00:00:00-04:00,1222.02,1224.2,1208.0,1213.8,1215.935,down,-0.6726567486620483
2017-04-13 00:00:00-04:00,1212.2,1217.17,1141.0,1184.04,1177.0,down,-2.323049001814892
2017-04-14 00:00:00-04:00,1183.44,1193.0,1142.0,1174.35,1168.67,down,-0.768099776921527
2017-04-15 00:00:00-04:00,1174.42,1192.5,1165.0,1175.48,1178.95,up,0.09025731850615948
2017-04-16 00:00:00-04:00,1175.48,1179.3,1150.0,1166.52,1167.34,down,-0.7622418076020043
2017-04-17 00:00:00-04:00,1166.46,1196.08,1161.0,1192.65,1179.99,up,2.2452548737204925
2017-04-18 00:00:00-04:00,1192.36,1210.0,1192.3,1204.98,1204.34,up,1.058405179643751
2017-04-19 00:00:00-04:00,1204.98,1209.6,1190.0,1207.08,1201.6,up,0.17427675148133925
2017-04-20 00:00:00-04:00,1206.23,1243.88,1205.08,1235.64,1227.22,up,2.4381751407277275
2017-04-21 00:00:00-04:00,1235.77,1252.32,1233.0,1241.45,1242.56,up,0.45963245587772317
2017-04-22 00:00:00-04:00,1240.53,1247.15,1199.0,1224.67,1233.48,down,-1.2784858084850748
2017-04-23 00:00:00-04:00,1225.61,1248.99,1223.8,1236.04,1237.43,up,0.8510048057701836
2017-04-24 00:00:00-04:00,1234.84,1255.0,1234.81,1255.0,1246.88,up,1.6326001749214614
2017-04-25 00:00:00-04:00,1254.99,1280.0,1251.8,1273.88,1270.23,up,1.5051912764245223
2017-04-26 00:00:00-04:00,1274.98,1330.0,1273.37,1295.63,1291.05,up,1.6196332491490217
2017-04-27 00:00:00-04:00,1295.63,1347.02,1293.0,1333.45,1326.25,up,2.919043245370978
2017-04-28 00:00:00-04:00,1335.67,1347.02,1299.0,1328.29,1324.1950000000002,down,-0.5525316882164066
2017-04-29 00:00:00-04:00,1328.87,1342.8,1316.0,1324.5,1329.98,down,-0.3288508281472091
2017-04-30 00:00:00-04:00,1324.5,1364.0,1315.68,1361.13,1334.49,up,2.7655719139297874
2017-05-01 00:00:00-04:00,1361.13,1425.0,1345.0,1414.04,1389.46,up,3.887211361148446
2017-05-02 00:00:00-04:00,1413.34,1481.73,1403.0,1457.12,1447.95,up,3.0976268979863386
2017-05-03 00:00:00-04:00,1456.46,1518.87,1431.02,1504.73,1478.1,up,3.3142001840078095
2017-05-04 00:00:00-04:00,1503.78,1623.01,1444.94,1560.96,1549.76,up,3.8024179068746777
2017-05-05 00:00:00-04:00,1560.96,1609.0,1495.0,1535.21,1551.0,down,-1.6496258712587086
2017-05-06 00:00:00-04:00,1533.26,1578.97,1505.0,1557.42,1547.1550000000002,up,1.5757275347951571
2017-05-07 00:00:00-04:00,1555.56,1589.0,1525.0,1570.12,1538.995,up,0.9359973257219156
2017-05-08 00:00:00-04:00,1569.06,1670.0,1560.0,1658.69,1585.085,up,5.712337322983196
2017-05-09 00:00:00-04:00,1658.34,1760.4,1645.74,1696.12,1718.93,up,2.278181796254075
2017-05-10 00:00:00-04:00,1696.12,1794.21,1682.0,1769.11,1760.84,up,4.303351177982684
2017-05-11 00:00:00-04:00,1769.11,1892.0,1763.0,1795.6,1835.2150000000001,up,1.4973630808711835
2017-05-12 00:00:00-04:00,1796.17,1826.0,1601.46,1642.22,1727.4,down,-8.571014993012916
2017-05-13 00:00:00-04:00,1643.74,1796.0,1627.36,1776.0,1719.58,up,8.046284692226259
2017-05-14 00:00:00-04:00,1781.32,1815.0,1750.5,1750.5,1778.44,down,-1.7301776210899789
2017-05-15 00:00:00-04:00,1750.5,1760.0,1662.0,1667.43,1716.33,down,-4.745501285347043
2017-05-16 00:00:00-04:00,1667.42,1750.0,1641.22,1709.32,1715.01,up,2.512864185388186
2017-05-17 00:00:00-04:00,1709.27,1840.42,1704.88,1768.14,1795.32,up,3.444160372556704
2017-05-18 00:00:00-04:00,1768.11,1910.0,1766.33,1898.68,1855.99,up,7.384721538818306
2017-05-19 00:00:00-04:00,1898.72,1986.64,1895.35,1971.23,1939.99,up,3.81888851436758
2017-05-20 00:00:00-04:00,1976.38,2045.0,1914.0,2045.0,1975.0,up,3.472004371628934
2017-05-21 00:00:00-04:00,2045.0,2063.11,1961.52,2050.0,2022.0,up,0.24449877750611915
2017-05-22 00:00:00-04:00,2050.0,2230.34,2001.0,2154.8,2123.99,up,5.112195121951224
2017-05-23 00:00:00-04:00,2154.99,2315.27,2125.37,2309.57,2221.83,up,7.173119132803429
2017-05-24 00:00:00-04:00,2307.93,2575.0,2286.67,2560.33,2405.19,up,10.936206904022217
2017-05-25 00:00:00-04:00,2565.0,2760.1,2221.0,2340.01,2497.0,down,-8.77153996101364
2017-05-26 00:00:00-04:00,2340.01,2599.12,2060.0,2252.72,2338.45,down,-3.7303259387780563
2017-05-27 00:00:00-04:00,2252.72,2252.72,1850.0,2210.0,2062.855,down,-1.896374161014236
2017-05-28 00:00:00-04:00,2208.97,2313.96,2081.0,2179.08,2181.65,down,-1.3531193271071995
2017-05-29 00:00:00-04:00,2175.93,2350.0,2126.05,2306.34,2260.98,up,5.993299416801112
2017-05-30 00:00:00-04:00,2311.85,2339.08,2154.28,2170.86,2253.62,down,-6.098579060060116
2017-05-31 00:00:00-04:00,2170.82,2379.0,2161.02,2368.12,2291.02,up,9.088731447102916
2017-06-01 00:00:00-04:00,2368.1,2456.39,2321.05,2440.42,2399.13,up,3.0539250876229884
2017-06-02 00:00:00-04:00,2443.64,2496.0,2370.03,2461.79,2434.55,up,0.7427444304398456
2017-06-03 00:00:00-04:00,2461.05,2584.34,2445.0,2513.91,2524.275,up,2.1478637167062775
2017-06-04 00:00:00-04:00,2512.94,2588.66,2460.0,2583.67,2530.0,up,2.814631467524098
2017-06-05 00:00:00-04:00,2584.11,2877.47,2558.23,2811.6,2649.7,up,8.803417811161275
2017-06-06 00:00:00-04:00,2811.68,2933.0,2689.4,2859.41,2849.455,up,1.697561600182107
2017-06-07 00:00:00-04:00,2857.62,2878.03,2612.5,2728.76,2783.97,down,-4.509346939061166
2017-06-08 00:00:00-04:00,2728.76,2844.0,2700.0,2805.0,2772.0,up,2.7939430363974838
2017-06-09 00:00:00-04:00,2805.0,2868.23,2780.43,2830.28,2824.705,up,0.9012477718360223
2017-06-10 00:00:00-04:00,2830.49,2912.98,2800.0,2876.0,2875.0,up,1.6078488176958894
2017-06-11 00:00:00-04:00,2878.97,2975.0,2865.12,2955.41,2936.66,up,2.65511623948842
2017-06-12 00:00:00-04:00,2955.26,2980.0,2480.03,2677.38,2703.53,down,-9.402895176735726
2017-06-13 00:00:00-04:00,2689.31,2783.62,2666.71,2748.17,2724.0,up,2.1886654941230432
2017-06-14 00:00:00-04:00,2748.12,2801.0,2320.0,2476.14,2570.0,down,-9.896947731540106
2017-06-15 00:00:00-04:00,2474.62,2479.99,2120.0,2378.5,2319.0,down,-3.8842327306818802
2017-06-16 00:00:00-04:00,2373.14,2540.0,2373.14,2475.29,2463.54,up,4.304423674962288
2017-06-17 00:00:00-04:00,2475.29,2674.4,2467.19,2652.0,2602.04,up,7.138961495420748
2017-06-18 00:00:00-04:00,2653.91,2655.55,2460.62,2558.96,2532.49,down,-3.5777400137909643
2017-06-19 00:00:00-04:00,2558.8,2653.0,2480.96,2618.57,2570.0,up,2.335860559637326
2017-06-20 00:00:00-04:00,2611.77,2783.0,2581.0,2760.03,2689.125,up,5.676610114979508
2017-06-21 00:00:00-04:00,2760.03,2789.0,2611.0,2660.04,2689.03,down,-3.622786708840131
2017-06-22 00:00:00-04:00,2666.03,2740.0,2594.61,2729.73,2699.68,up,2.3893204502574816
2017-06-23 00:00:00-04:00,2729.74,2745.0,2657.46,2699.36,2711.9,down,-1.1129265058210547
2017-06-24 00:00:00-04:00,2699.21,2724.96,2505.25,2541.98,2612.18,down,-5.825037696214819
2017-06-25 00:00:00-04:00,2541.98,2635.72,2432.0,2549.22,2534.0150000000003,up,0.28481734710736895
2017-06-26 00:00:00-04:00,2549.2,2550.03,2315.01,2443.91,2442.67,down,-4.130315393064487
2017-06-27 00:00:00-04:00,2444.94,2567.01,2291.0,2533.19,2394.99,up,3.609495529542639
2017-06-28 00:00:00-04:00,2539.81,2593.0,2468.01,2567.99,2545.35,up,1.1095318153720113
2017-06-29 00:00:00-04:00,2567.98,2594.78,2500.31,2535.0,2554.32,down,-1.2842779149370376
